BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
c00006_SGB_124...region001	c00006_SGB_124..	SGB_12482_k141_128901	betalactone	Others		
c00006_SGB_126...region001	c00006_SGB_126..	SGB_12672_k141_751130	terpene	Terpene		
c00006_SGB_127...region001	c00006_SGB_127..	SGB_1279_k141_904671	ranthipeptide	RiPPs		
c00006_SGB_130...region001	c00006_SGB_130..	SGB_13050_k141_120029	RRE-containing.NRPS-like	Others		
c00006_SGB_132...region001	c00006_SGB_132..	SGB_13200_k141_34309	betalactone	Others		
c00006_SGB_133...region001	c00006_SGB_133..	SGB_13316_k141_1199	ranthipeptide	RiPPs		
c00006_SGB_370...region001	c00006_SGB_370..	SGB_3701_k141_1142143	RRE-containing	RiPPs		
c00006_SGB_378...region001	c00006_SGB_378..	SGB_378_k141_2865054	RRE-containing	RiPPs		
c00006_SGB_388...region001	c00006_SGB_388..	SGB_388_k141_2789481	betalactone	Others		
c00006_SGB_397...region001	c00006_SGB_397..	SGB_3971_k141_8373	betalactone	Others		
c00006_SGB_414...region001	c00006_SGB_414..	SGB_4148_k141_321462	NRPS	NRPS		
c00006_SGB_425...region001	c00006_SGB_425..	SGB_4259_k141_113982	hserlactone	Others		
c00006_SGB_449...region001	c00006_SGB_449..	SGB_4490_k141_3340282	ranthipeptide	RiPPs		
c00006_SGB_468...region001	c00006_SGB_468..	SGB_4684_k141_2878652	betalactone	Others		
c00006_SGB_499...region001	c00006_SGB_499..	SGB_4999_k141_1338634	RRE-containing	RiPPs		
c00006_SGB_508...region001	c00006_SGB_508..	SGB_5082_k141_3370610	RRE-containing	RiPPs		
c00006_SGB_514...region001	c00006_SGB_514..	SGB_5140_k141_940882	ranthipeptide	RiPPs		
c00006_SGB_515...region001	c00006_SGB_515..	SGB_5158_k141_11168	RRE-containing	RiPPs		
c00006_SGB_526...region001	c00006_SGB_526..	SGB_5264_k141_2011420	RRE-containing	RiPPs		
c00006_SGB_545...region001	c00006_SGB_545..	SGB_5456_k141_3215738	NRPS	NRPS		
c00006_SGB_592...region001	c00006_SGB_592..	SGB_5925_k141_215475	betalactone	Others		
c00006_SGB_601...region001	c00006_SGB_601..	SGB_6017_k141_2025352	betalactone	Others		
c00006_SGB_603...region001	c00006_SGB_603..	SGB_6039_k141_1166993	RRE-containing	RiPPs		
c00006_SGB_609...region001	c00006_SGB_609..	SGB_609_k141_645335	ranthipeptide	RiPPs		
c00006_SGB_631...region001	c00006_SGB_631..	SGB_631_k141_1584051	arylpolyene	Others		
c00006_SGB_659...region001	c00006_SGB_659..	SGB_6597_k141_1917434	ranthipeptide	RiPPs		
c00006_SGB_672...region001	c00006_SGB_672..	SGB_6723_k141_373127	hserlactone	Others		
c00006_SGB_703...region001	c00006_SGB_703..	SGB_7037_k141_1265057	betalactone	Others		
c00006_SGB_707...region001	c00006_SGB_707..	SGB_7076_k141_401651	arylpolyene	Others		
c00006_SGB_712...region001	c00006_SGB_712..	SGB_7129_k141_3367243	hserlactone	Others		
c00006_SGB_715...region001	c00006_SGB_715..	SGB_7153_k141_2000901	cyclic-lactone-autoinducer	RiPPs		
c00006_SGB_720...region001	c00006_SGB_720..	SGB_7203_k141_1575501	betalactone	Others		
c00006_SGB_731...region001	c00006_SGB_731..	SGB_7311_k141_134679	RRE-containing	RiPPs		
c00006_SGB_747...region001	c00006_SGB_747..	SGB_7479_k141_89922	RRE-containing	RiPPs		
c00006_SGB_808...region001	c00006_SGB_808..	SGB_8088_k141_261507	ranthipeptide	RiPPs		
c00006_SGB_849...region001	c00006_SGB_849..	SGB_8491_k141_1681865	ranthipeptide	RiPPs		
c00006_SGB_889...region001	c00006_SGB_889..	SGB_8893_k141_1409637	terpene	Terpene		
c00006_SGB_922...region001	c00006_SGB_922..	SGB_9227_k141_4131293	ranthipeptide	RiPPs		
c00006_SGB_937...region001	c00006_SGB_937..	SGB_9374_k141_356115	betalactone	Others		
c00006_SGB_981...region001	c00006_SGB_981..	SGB_9819_k141_1501413	cyclic-lactone-autoinducer	RiPPs		
c00007_SGB_101...region001	c00007_SGB_101..	SGB_10116_k141_532376	RRE-containing	RiPPs		
c00007_SGB_102...region001	c00007_SGB_102..	SGB_10234_k141_14942	RRE-containing	RiPPs		
c00007_SGB_103...region001	c00007_SGB_103..	SGB_10354_k141_1320133	cyclic-lactone-autoinducer	RiPPs		
c00007_SGB_104...region001	c00007_SGB_104..	SGB_10451_k141_1458526	ranthipeptide	RiPPs		
c00007_SGB_107...region001	c00007_SGB_107..	SGB_1079_k141_316865	RRE-containing	RiPPs		
c00007_SGB_108...region001	c00007_SGB_108..	SGB_10873_k141_2330860	RRE-containing	RiPPs		
c00007_SGB_109...region001	c00007_SGB_109..	SGB_10964_k141_2318573	betalactone	Others		
c00007_SGB_111...region001	c00007_SGB_111..	SGB_11121_k141_452731	terpene	Terpene		
c00007_SGB_112...region001	c00007_SGB_112..	SGB_11245_k141_2187291	T1PKS	PKSI		
c00007_SGB_113...region001	c00007_SGB_113..	SGB_11381_k141_709347	ranthipeptide	RiPPs		
c00007_SGB_116...region001	c00007_SGB_116..	SGB_11660_k141_1757415	RRE-containing	RiPPs		
c00007_SGB_120...region001	c00007_SGB_120..	SGB_12078_k141_211153	cyclic-lactone-autoinducer	RiPPs		
c00007_SGB_123...region001	c00007_SGB_123..	SGB_12394_k141_189616	cyclic-lactone-autoinducer	RiPPs		
c00007_SGB_126...region001	c00007_SGB_126..	SGB_12699_k141_832405	RRE-containing	RiPPs		
c00007_SGB_127...region001	c00007_SGB_127..	SGB_1277_k141_1203552	RRE-containing	RiPPs		
c00007_SGB_131...region001	c00007_SGB_131..	SGB_13156_k141_534121	ranthipeptide	RiPPs		
c00007_SGB_132...region001	c00007_SGB_132..	SGB_13204_k141_997205	ranthipeptide	RiPPs		
c00007_SGB_376...region001	c00007_SGB_376..	SGB_376_k141_311369	ranthipeptide	RiPPs		
c00007_SGB_397...region001	c00007_SGB_397..	SGB_3971_k141_1008926	arylpolyene	Others		
c00007_SGB_405...region001	c00007_SGB_405..	SGB_4058_k141_15054	betalactone	Others		
c00007_SGB_456...region001	c00007_SGB_456..	SGB_456_k141_3725953	RRE-containing	RiPPs		
c00007_SGB_464...region001	c00007_SGB_464..	SGB_4644_k141_1767795	ranthipeptide	RiPPs		
c00007_SGB_470...region001	c00007_SGB_470..	SGB_4705_k141_1141597	ranthipeptide	RiPPs		
c00007_SGB_498...region001	c00007_SGB_498..	SGB_4986_k141_3265109	ranthipeptide	RiPPs		
c00007_SGB_542...region001	c00007_SGB_542..	SGB_5422_k141_2128395	betalactone	Others		
c00007_SGB_561...region001	c00007_SGB_561..	SGB_5619_k141_1082106	arylpolyene	Others		
c00007_SGB_563...region001	c00007_SGB_563..	SGB_5635_k141_2306911	NRPS	NRPS		
c00007_SGB_566...region001	c00007_SGB_566..	SGB_5668_k141_5114322	terpene	Terpene		
c00007_SGB_594...region001	c00007_SGB_594..	SGB_594_k141_6194	ranthipeptide	RiPPs		
c00007_SGB_643...region001	c00007_SGB_643..	SGB_6431_k141_226210	terpene	Terpene		
c00007_SGB_653...region001	c00007_SGB_653..	SGB_6536_k141_2352119	NRPS	NRPS		
c00007_SGB_672...region001	c00007_SGB_672..	SGB_6721_k141_766874	RRE-containing	RiPPs		
c00007_SGB_677...region001	c00007_SGB_677..	SGB_6779_k141_1147010	NRPS-like	NRPS		
c00007_SGB_720...region001	c00007_SGB_720..	SGB_720_k141_1572473	ranthipeptide	RiPPs		
c00007_SGB_722...region001	c00007_SGB_722..	SGB_7226_k141_2257837	ranthipeptide	RiPPs		
c00007_SGB_734...region001	c00007_SGB_734..	SGB_7340_k141_2786780	RRE-containing	RiPPs		
c00007_SGB_749...region001	c00007_SGB_749..	SGB_7499_k141_728850	NRPS-like	NRPS		
c00007_SGB_772...region001	c00007_SGB_772..	SGB_7725_k141_169180	ranthipeptide	RiPPs		
c00007_SGB_773...region001	c00007_SGB_773..	SGB_7739_k141_1745706	RRE-containing	RiPPs		
c00007_SGB_798...region001	c00007_SGB_798..	SGB_7988_k141_745740	RRE-containing	RiPPs		
c00007_SGB_801...region001	c00007_SGB_801..	SGB_801_k141_1653697	RRE-containing	RiPPs		
c00007_SGB_812...region001	c00007_SGB_812..	SGB_812_k141_1868599	RRE-containing	RiPPs		
c00007_SGB_821...region001	c00007_SGB_821..	SGB_8218_k141_2691908	RRE-containing	RiPPs		
c00007_SGB_847...region001	c00007_SGB_847..	SGB_8474_k141_833674	betalactone	Others		
c00007_SGB_865...region001	c00007_SGB_865..	SGB_8656_k141_524857	NRPS-like	NRPS		
c00007_SGB_889...region001	c00007_SGB_889..	SGB_8894_k141_2068205	arylpolyene	Others		
c00007_SGB_892...region001	c00007_SGB_892..	SGB_8922_k141_1383999	NRPS-like	NRPS		
c00007_SGB_894...region001	c00007_SGB_894..	SGB_8946_k141_1104165	NRPS-like	NRPS		
c00007_SGB_908...region001	c00007_SGB_908..	SGB_908_k141_1650434	LAP	RiPPs		
c00007_SGB_952...region001	c00007_SGB_952..	SGB_952_k141_399584	cyclic-lactone-autoinducer	RiPPs		
c00007_SGB_962...region001	c00007_SGB_962..	SGB_9626_k141_1131585	RRE-containing	RiPPs		
c00007_SGB_967...region001	c00007_SGB_967..	SGB_9672_k141_1304632	ranthipeptide	RiPPs		
c00007_SGB_977...region001	c00007_SGB_977..	SGB_9777_k141_2462687	RRE-containing	RiPPs		
c00007_SGB_985...region001	c00007_SGB_985..	SGB_9850_k141_7115	ranthipeptide	RiPPs		
c00007_SGB_989...region001	c00007_SGB_989..	SGB_9896_k141_1417814	betalactone	Others		
c00007_SGB_991...region001	c00007_SGB_991..	SGB_9910_k141_2112906	betalactone	Others		
c00007_SGB_996...region001	c00007_SGB_996..	SGB_9967_k141_936767	NRPS-like	NRPS		
c00008_SGB_101...region001	c00008_SGB_101..	SGB_10119_k141_553279	RRE-containing	RiPPs		
c00008_SGB_103...region001	c00008_SGB_103..	SGB_10317_k141_67843	betalactone	Others		
c00008_SGB_104...region001	c00008_SGB_104..	SGB_10490_k141_1452203	betalactone	Others		
c00008_SGB_106...region001	c00008_SGB_106..	SGB_10622_k141_1873456	T1PKS	PKSI		
c00008_SGB_108...region001	c00008_SGB_108..	SGB_10854_k141_1059863	ranthipeptide	RiPPs		
c00008_SGB_109...region001	c00008_SGB_109..	SGB_10916_k141_1337539	RRE-containing	RiPPs		
c00008_SGB_111...region001	c00008_SGB_111..	SGB_11167_k141_1109620	ranthipeptide	RiPPs		
c00008_SGB_113...region001	c00008_SGB_113..	SGB_11342_k141_910765	arylpolyene	Others		
c00008_SGB_114...region001	c00008_SGB_114..	SGB_11429_k141_128395	ranthipeptide	RiPPs		
c00008_SGB_116...region001	c00008_SGB_116..	SGB_11660_k141_1786185	ranthipeptide	RiPPs		
c00008_SGB_124...region001	c00008_SGB_124..	SGB_12431_k141_181168	cyclic-lactone-autoinducer	RiPPs		
c00008_SGB_131...region001	c00008_SGB_131..	SGB_13175_k141_312597	cyclic-lactone-autoinducer	RiPPs		
c00008_SGB_132...region001	c00008_SGB_132..	SGB_13256_k141_913182	RRE-containing	RiPPs		
c00008_SGB_352...region001	c00008_SGB_352..	SGB_3528_k141_2618929	NRPS	NRPS		
c00008_SGB_373...region001	c00008_SGB_373..	SGB_3736_k141_1175499	NRPS	NRPS		
c00008_SGB_385...region001	c00008_SGB_385..	SGB_3853_k141_1284699	RRE-containing	RiPPs		
c00008_SGB_396...region001	c00008_SGB_396..	SGB_3967_k141_509253	betalactone	Others		
c00008_SGB_405...region001	c00008_SGB_405..	SGB_4059_k141_11503	NRPS-like	NRPS		
c00008_SGB_445...region001	c00008_SGB_445..	SGB_4450_k141_973802	ranthipeptide	RiPPs		
c00008_SGB_447...region001	c00008_SGB_447..	SGB_447_k141_2080145	betalactone	Others		
c00008_SGB_491...region001	c00008_SGB_491..	SGB_4917_k141_37148	betalactone	Others		
c00008_SGB_612...region001	c00008_SGB_612..	SGB_6127_k141_57376	NRPS-like	NRPS		
c00008_SGB_613...region001	c00008_SGB_613..	SGB_6133_k141_459221	NRPS	NRPS		
c00008_SGB_627...region001	c00008_SGB_627..	SGB_6273_k141_700032	arylpolyene	Others		
c00008_SGB_638...region001	c00008_SGB_638..	SGB_6382_k141_1266973	RRE-containing	RiPPs		
c00008_SGB_654...region001	c00008_SGB_654..	SGB_6547_k141_1237598	ranthipeptide	RiPPs		
c00008_SGB_668...region001	c00008_SGB_668..	SGB_6688_k141_3027741	RRE-containing	RiPPs		
c00008_SGB_677...region001	c00008_SGB_677..	SGB_6779_k141_1600485	ranthipeptide	RiPPs		
c00008_SGB_688...region001	c00008_SGB_688..	SGB_688_k141_2954011	betalactone	Others		
c00008_SGB_705...region001	c00008_SGB_705..	SGB_7059_k141_647162	RRE-containing	RiPPs		
c00008_SGB_708...region001	c00008_SGB_708..	SGB_7081_k141_82399	RRE-containing	RiPPs		
c00008_SGB_717...region001	c00008_SGB_717..	SGB_717_k141_1126982	ranthipeptide	RiPPs		
c00008_SGB_761...region001	c00008_SGB_761..	SGB_7614_k141_1975864	ranthipeptide	RiPPs		
c00008_SGB_768...region001	c00008_SGB_768..	SGB_7680_k141_626926	ranthipeptide	RiPPs		
c00008_SGB_813...region001	c00008_SGB_813..	SGB_8135_k141_1113937	terpene	Terpene		
c00008_SGB_816...region001	c00008_SGB_816..	SGB_8166_k141_1219407	betalactone	Others		
c00008_SGB_851...region001	c00008_SGB_851..	SGB_851_k141_1789814	NRPS	NRPS		
c00008_SGB_891...region001	c00008_SGB_891..	SGB_8915_k141_2489673	hserlactone	Others		
c00008_SGB_899...region001	c00008_SGB_899..	SGB_8993_k141_2482724	arylpolyene	Others		
c00008_SGB_925...region001	c00008_SGB_925..	SGB_9255_k141_2143517	RRE-containing	RiPPs		
c00008_SGB_930...region001	c00008_SGB_930..	SGB_9309_k141_306938	NRPS-like	NRPS		
c00008_SGB_958...region001	c00008_SGB_958..	SGB_9582_k141_161683	ranthipeptide	RiPPs		
c00008_SGB_988...region001	c00008_SGB_988..	SGB_9888_k141_180588	RRE-containing	RiPPs		
c00008_SGB_996...region001	c00008_SGB_996..	SGB_9968_k141_568687	cyclic-lactone-autoinducer	RiPPs		
c00008_SGB_999...region001	c00008_SGB_999..	SGB_9998_k141_10228	RRE-containing	RiPPs		
c00009_SGB_100...region001	c00009_SGB_100..	SGB_1008_k141_845180	cyclic-lactone-autoinducer	RiPPs		
c00009_SGB_101...region001	c00009_SGB_101..	SGB_10118_k141_268013	betalactone	Others		
c00009_SGB_103...region001	c00009_SGB_103..	SGB_10340_k141_488979	RRE-containing	RiPPs		
c00009_SGB_104...region001	c00009_SGB_104..	SGB_10478_k141_544675	betalactone	Others		
c00009_SGB_107...region001	c00009_SGB_107..	SGB_10724_k141_1439538	NRPS-like	NRPS		
c00009_SGB_108...region001	c00009_SGB_108..	SGB_10862_k141_1346275	RRE-containing	RiPPs		
c00009_SGB_109...region001	c00009_SGB_109..	SGB_10968_k141_1826744	other	Others		
c00009_SGB_110...region001	c00009_SGB_110..	SGB_11085_k141_427234	RRE-containing	RiPPs		
c00009_SGB_111...region001	c00009_SGB_111..	SGB_11170_k141_914180	betalactone	Others		
c00009_SGB_113...region001	c00009_SGB_113..	SGB_11342_k141_1107901	NRPS	NRPS		
c00009_SGB_114...region001	c00009_SGB_114..	SGB_11441_k141_286363	NRPS-like	NRPS		
c00009_SGB_116...region001	c00009_SGB_116..	SGB_11681_k141_1481867	RRE-containing	RiPPs		
c00009_SGB_119...region001	c00009_SGB_119..	SGB_11918_k141_1988444	NRPS	NRPS		
c00009_SGB_120...region001	c00009_SGB_120..	SGB_12057_k141_558229	RRE-containing	RiPPs		
c00009_SGB_121...region001	c00009_SGB_121..	SGB_12166_k141_2086837	betalactone	Others		
c00009_SGB_124...region001	c00009_SGB_124..	SGB_12414_k141_138532	RRE-containing	RiPPs		
c00009_SGB_125...region001	c00009_SGB_125..	SGB_12541_k141_854563	betalactone	Others		
c00009_SGB_126...region001	c00009_SGB_126..	SGB_12639_k141_1108439	betalactone	Others		
c00009_SGB_130...region001	c00009_SGB_130..	SGB_13054_k141_1122372	ranthipeptide	RiPPs		
c00009_SGB_137...region001	c00009_SGB_137..	SGB_13785_k141_1464725	RRE-containing	RiPPs		
c00009_SGB_358...region001	c00009_SGB_358..	SGB_3581_k141_991614	NRPS	NRPS		
c00009_SGB_382...region001	c00009_SGB_382..	SGB_3827_k141_936089	betalactone	Others		
c00009_SGB_396...region001	c00009_SGB_396..	SGB_3962_k141_510802	NRPS	NRPS		
c00009_SGB_399...region001	c00009_SGB_399..	SGB_3992_k141_476597	NRPS-like	NRPS		
c00009_SGB_404...region001	c00009_SGB_404..	SGB_4049_k141_1829868	terpene.T3PKS	Others		
c00009_SGB_405...region001	c00009_SGB_405..	SGB_4058_k141_17229	RiPP-like	RiPPs		
c00009_SGB_444...region001	c00009_SGB_444..	SGB_4442_k141_2223486	betalactone	Others		
c00009_SGB_449...region001	c00009_SGB_449..	SGB_4490_k141_388048	NRPS-like	NRPS		
c00009_SGB_452...region001	c00009_SGB_452..	SGB_4523_k141_1918220	betalactone	Others		
c00009_SGB_470...region001	c00009_SGB_470..	SGB_4706_k141_182662	ranthipeptide	RiPPs		
c00009_SGB_487...region001	c00009_SGB_487..	SGB_4878_k141_2406771	RRE-containing	RiPPs		
c00009_SGB_499...region001	c00009_SGB_499..	SGB_4999_k141_272717	betalactone	Others		
c00009_SGB_531...region001	c00009_SGB_531..	SGB_5315_k141_2782374	NRPS-like	NRPS		
c00009_SGB_537...region001	c00009_SGB_537..	SGB_5375_k141_1252393	RRE-containing	RiPPs		
c00009_SGB_547...region001	c00009_SGB_547..	SGB_5474_k141_1939660	RRE-containing	RiPPs		
c00009_SGB_607...region001	c00009_SGB_607..	SGB_607_k141_1307559	hserlactone	Others		
c00009_SGB_611...region001	c00009_SGB_611..	SGB_6110_k141_2650440	RRE-containing	RiPPs		
c00009_SGB_660...region001	c00009_SGB_660..	SGB_6603_k141_2116276	betalactone.NRPS	Others		
c00009_SGB_681...region001	c00009_SGB_681..	SGB_6819_k141_881166	RRE-containing	RiPPs		
c00009_SGB_716...region001	c00009_SGB_716..	SGB_7163_k141_3988440	NRPS	NRPS		
c00009_SGB_734...region001	c00009_SGB_734..	SGB_7340_k141_1677284	ranthipeptide	RiPPs		
c00009_SGB_740...region001	c00009_SGB_740..	SGB_7405_k141_766253	ranthipeptide	RiPPs		
c00009_SGB_762...region001	c00009_SGB_762..	SGB_762_k141_2340025	RRE-containing	RiPPs		
c00009_SGB_827...region001	c00009_SGB_827..	SGB_8274_k141_145469	RRE-containing	RiPPs		
c00009_SGB_844...region001	c00009_SGB_844..	SGB_8442_k141_1563280	ranthipeptide	RiPPs		
c00009_SGB_854...region001	c00009_SGB_854..	SGB_8545_k141_2761110	RRE-containing	RiPPs		
c00009_SGB_860...region001	c00009_SGB_860..	SGB_8600_k141_1168631	betalactone	Others		
c00009_SGB_884...region001	c00009_SGB_884..	SGB_8846_k141_2029613	RRE-containing	RiPPs		
c00009_SGB_894...region001	c00009_SGB_894..	SGB_8946_k141_1467761	RRE-containing	RiPPs		
c00009_SGB_942...region001	c00009_SGB_942..	SGB_9422_k141_20051	terpene	Terpene		
c00009_SGB_966...region001	c00009_SGB_966..	SGB_9660_k141_2341004	NRPS-like	NRPS		
c00009_SGB_984...region001	c00009_SGB_984..	SGB_9842_k141_11378	betalactone	Others		
c00009_SGB_991...region001	c00009_SGB_991..	SGB_9911_k141_457430	RRE-containing	RiPPs		
c00009_SGB_992...region001	c00009_SGB_992..	SGB_9929_k141_2234639	ranthipeptide	RiPPs		
c00010_SGB_100...region001	c00010_SGB_100..	SGB_1008_k141_306387	RRE-containing	RiPPs		
c00010_SGB_102...region001	c00010_SGB_102..	SGB_10287_k141_1949154	ranthipeptide	RiPPs		
c00010_SGB_105...region001	c00010_SGB_105..	SGB_10528_k141_202001	betalactone	Others		
c00010_SGB_106...region001	c00010_SGB_106..	SGB_10666_k141_1628008	ranthipeptide	RiPPs		
c00010_SGB_108...region001	c00010_SGB_108..	SGB_10841_k141_1676065	ranthipeptide	RiPPs		
c00010_SGB_109...region001	c00010_SGB_109..	SGB_10921_k141_418009	betalactone	Others		
c00010_SGB_111...region001	c00010_SGB_111..	SGB_11177_k141_1309164	RRE-containing	RiPPs		
c00010_SGB_112...region001	c00010_SGB_112..	SGB_11272_k141_2353672	betalactone	Others		
c00010_SGB_116...region001	c00010_SGB_116..	SGB_11620_k141_1403767	NRPS	NRPS		
c00010_SGB_118...region001	c00010_SGB_118..	SGB_11842_k141_1664970	RRE-containing	RiPPs		
c00010_SGB_119...region001	c00010_SGB_119..	SGB_11958_k141_2604691	terpene	Terpene		
c00010_SGB_121...region001	c00010_SGB_121..	SGB_12159_k141_816456	betalactone	Others		
c00010_SGB_123...region001	c00010_SGB_123..	SGB_12356_k141_732389	cyclic-lactone-autoinducer	RiPPs		
c00010_SGB_126...region001	c00010_SGB_126..	SGB_12652_k141_1372400	ranthipeptide	RiPPs		
c00010_SGB_131...region001	c00010_SGB_131..	SGB_13109_k141_275914	lassopeptide	RiPPs		
c00010_SGB_132...region001	c00010_SGB_132..	SGB_13204_k141_137534	RRE-containing	RiPPs		
c00010_SGB_133...region001	c00010_SGB_133..	SGB_13374_k141_259066	ranthipeptide	RiPPs		
c00010_SGB_384...region001	c00010_SGB_384..	SGB_3848_k141_1451823	ranthipeptide	RiPPs		
c00010_SGB_411...region001	c00010_SGB_411..	SGB_4116_k141_492635	betalactone	Others		
c00010_SGB_45_...region001	c00010_SGB_45_..	SGB_45_k141_534034	betalactone	Others		
c00010_SGB_493...region001	c00010_SGB_493..	SGB_4939_k141_741269	RRE-containing	RiPPs		
c00010_SGB_494...region001	c00010_SGB_494..	SGB_4947_k141_367297	RRE-containing	RiPPs		
c00010_SGB_515...region001	c00010_SGB_515..	SGB_5153_k141_51688	RRE-containing	RiPPs		
c00010_SGB_542...region001	c00010_SGB_542..	SGB_5427_k141_893789	NRPS-like	NRPS		
c00010_SGB_557...region001	c00010_SGB_557..	SGB_5570_k141_3808890	betalactone	Others		
c00010_SGB_559...region001	c00010_SGB_559..	SGB_5590_k141_2297673	arylpolyene	Others		
c00010_SGB_611...region001	c00010_SGB_611..	SGB_6111_k141_932089	arylpolyene	Others		
c00010_SGB_643...region001	c00010_SGB_643..	SGB_6431_k141_2096892	terpene	Terpene		
c00010_SGB_651...region001	c00010_SGB_651..	SGB_6513_k141_2534669	RRE-containing	RiPPs		
c00010_SGB_653...region001	c00010_SGB_653..	SGB_6533_k141_1790769	betalactone	Others		
c00010_SGB_684...region001	c00010_SGB_684..	SGB_6842_k141_2393479	RRE-containing	RiPPs		
c00010_SGB_728...region001	c00010_SGB_728..	SGB_7287_k141_3233628	hserlactone	Others		
c00010_SGB_742...region001	c00010_SGB_742..	SGB_7422_k141_4288071	ranthipeptide	RiPPs		
c00010_SGB_747...region001	c00010_SGB_747..	SGB_747_k141_1697941	betalactone	Others		
c00010_SGB_761...region001	c00010_SGB_761..	SGB_7610_k141_2735780	RRE-containing	RiPPs		
c00010_SGB_776...region001	c00010_SGB_776..	SGB_7760_k141_283325	RRE-containing	RiPPs		
c00010_SGB_813...region001	c00010_SGB_813..	SGB_8138_k141_3350804	betalactone	Others		
c00010_SGB_859...region001	c00010_SGB_859..	SGB_8598_k141_2715161	hserlactone	Others		
c00010_SGB_871...region001	c00010_SGB_871..	SGB_8716_k141_693601	terpene	Terpene		
c00010_SGB_889...region001	c00010_SGB_889..	SGB_889_k141_996901	RRE-containing	RiPPs		
c00010_SGB_909...region001	c00010_SGB_909..	SGB_909_k141_837427	ranthipeptide	RiPPs		
c00010_SGB_966...region001	c00010_SGB_966..	SGB_9661_k141_668891	NRPS	NRPS		
c00010_SGB_999...region001	c00010_SGB_999..	SGB_9999_k141_1671693	RRE-containing	RiPPs		
c00011_SGB_101...region001	c00011_SGB_101..	SGB_10174_k141_346044	RRE-containing	RiPPs		
